time,volumn
2018/1/20 10:15,1237
2018/1/20 10:20,1294
2018/1/20 10:25,1318
2018/1/20 10:30,1389
2018/1/20 10:35,1330
2018/1/20 10:40,1257
2018/1/20 10:45,1292
2018/1/20 10:50,1266
2018/1/20 10:55,1395
2018/1/20 11:00,1519
2018/1/20 11:05,1349
2018/1/20 11:10,1324
2018/1/20 11:15,1310
2018/1/20 11:20,1389
2018/1/20 11:25,1402
2018/1/20 11:30,1445
2018/1/20 11:35,1467
2018/1/20 11:40,1480
2018/1/20 11:45,1345
2018/1/20 11:50,1465
2018/1/20 11:55,1449
2018/1/20 12:00,1591
2018/1/20 12:05,1481
2018/1/20 12:10,1348
2018/1/20 12:15,1457
2018/1/20 12:20,1613
2018/1/20 12:25,1424
2018/1/20 12:30,1353
2018/1/20 12:35,1441
2018/1/20 12:40,1380
2018/1/20 12:45,1430
2018/1/20 12:50,1361
2018/1/20 12:55,1488
2018/1/20 13:00,1304
2018/1/20 13:05,1412
2018/1/20 13:10,1550
2018/1/20 13:15,1535
2018/1/20 13:20,1515
2018/1/20 13:25,1509
2018/1/20 13:30,1467
2018/1/20 13:35,1466
2018/1/20 13:40,1388
2018/1/20 13:45,1543
2018/1/20 13:50,1384
2018/1/20 13:55,1360
2018/1/20 14:00,1538
2018/1/20 14:05,1393
2018/1/20 14:10,1491
2018/1/20 14:15,1445
2018/1/20 14:20,1445
2018/1/20 14:25,1507
2018/1/20 14:30,1427
2018/1/20 14:35,1569
2018/1/20 14:40,1548
2018/1/20 14:45,1393
2018/1/20 14:50,1575
2018/1/20 14:55,1504
2018/1/20 15:00,1537
2018/1/20 15:05,1483
2018/1/20 15:10,1460
2018/1/20 15:15,1438
2018/1/20 15:20,1375
2018/1/20 15:25,1655
2018/1/20 15:30,1407
2018/1/20 15:35,1584
2018/1/20 15:40,1367
2018/1/20 15:45,1449
2018/1/20 15:50,1384
2018/1/20 15:55,1469
2018/1/20 16:00,1352
2018/1/20 16:05,1532
2018/1/20 16:10,1272
2018/1/20 16:15,1415
2018/1/20 16:20,1409
2018/1/20 16:25,1497
2018/1/20 16:30,1492
2018/1/20 16:35,1585
2018/1/20 16:40,1555
2018/1/20 16:45,1556
2018/1/20 16:50,1476
2018/1/20 16:55,1456
2018/1/20 17:00,1741
2018/1/20 17:05,1710
2018/1/20 17:10,1239
2018/1/20 17:15,1240
2018/1/20 17:20,1204
2018/1/20 17:25,1041
2018/1/20 17:30,1223
2018/1/20 17:35,1095
2018/1/20 17:40,1069
2018/1/20 17:45,1058
2018/1/20 17:50,1022
2018/1/20 17:55,1004
2018/1/20 18:00,1407
2018/1/20 18:05,829
2018/1/20 18:10,1011
2018/1/20 18:15,905
2018/1/20 18:20,834
2018/1/20 18:25,789
2018/1/20 18:30,992
2018/1/20 18:35,1023
2018/1/20 18:40,934
2018/1/20 18:45,796
2018/1/20 18:50,984
2018/1/20 18:55,800
2018/1/20 19:00,935
2018/1/20 19:05,973
2018/1/20 19:10,985
2018/1/20 19:15,799
2018/1/20 19:20,877
2018/1/20 19:25,883
2018/1/20 19:30,795
2018/1/20 19:35,880
2018/1/20 19:40,719
2018/1/20 19:45,759
2018/1/20 19:50,791
2018/1/20 19:55,871
2018/1/20 20:00,947
2018/1/20 20:05,927
2018/1/20 20:10,1109
2018/1/20 20:15,1060
2018/1/20 20:20,925
2018/1/20 20:25,942
2018/1/20 20:30,1005
2018/1/20 20:35,1101
2018/1/20 20:40,981
2018/1/20 20:45,949
2018/1/20 20:50,805
2018/1/20 20:55,899
2018/1/20 21:00,872
2018/1/20 21:05,741
2018/1/20 21:10,786
2018/1/20 21:15,1102
2018/1/20 21:20,1085
2018/1/20 21:25,1147
2018/1/20 21:30,891
2018/1/20 21:35,1087
2018/1/20 21:40,1014
2018/1/20 21:45,981
2018/1/20 21:50,1015
2018/1/20 21:55,1214
2018/1/20 22:00,887
2018/1/20 22:05,929
2018/1/20 22:10,984
2018/1/20 22:15,1179
2018/1/20 22:20,1150
2018/1/20 22:25,998
2018/1/20 22:30,1029
2018/1/20 22:35,1110
2018/1/20 22:40,1135
2018/1/20 22:45,1091
2018/1/20 22:50,1027
2018/1/20 22:55,1018
2018/1/20 23:00,1082
2018/1/20 23:05,1065
2018/1/20 23:10,1183
2018/1/20 23:15,1121
2018/1/20 23:20,1038
2018/1/20 23:25,1044
2018/1/20 23:30,1093
2018/1/20 23:35,1100
2018/1/20 23:40,1136
2018/1/20 23:45,1053
2018/1/20 23:50,1033
2018/1/20 23:55,1025
2018/1/21,1070
2018/1/21 0:05,1059
2018/1/21 0:10,1019
2018/1/21 0:15,1026
2018/1/21 0:20,1092
2018/1/21 0:25,1009
2018/1/21 0:30,922
2018/1/21 0:35,992
2018/1/21 0:40,979
2018/1/21 0:45,955
2018/1/21 0:50,947
2018/1/21 0:55,924
2018/1/21 1:00,987
2018/1/21 1:05,1044
2018/1/21 1:10,1026
2018/1/21 1:15,999
2018/1/21 1:20,943
2018/1/21 1:25,1026
2018/1/21 1:30,1033
2018/1/21 1:35,1152
2018/1/21 1:40,1111
2018/1/21 1:45,1173
2018/1/21 1:50,1165
2018/1/21 1:55,1089
2018/1/21 2:00,1036
2018/1/21 2:05,997
2018/1/21 2:10,988
2018/1/21 2:15,959
2018/1/21 2:20,939
2018/1/21 2:25,978
2018/1/21 2:30,1042
2018/1/21 2:35,966
2018/1/21 2:40,935
2018/1/21 2:45,1022
2018/1/21 2:50,1015
2018/1/21 2:55,975
2018/1/21 3:00,988
2018/1/21 3:05,950
2018/1/21 3:10,749
2018/1/21 3:15,891
2018/1/21 3:20,1026
2018/1/21 3:25,962
2018/1/21 3:30,1000
2018/1/21 3:35,932
2018/1/21 3:40,986
2018/1/21 3:45,928
2018/1/21 3:50,973
2018/1/21 3:55,1023
2018/1/21 4:00,1046
2018/1/21 4:05,953
2018/1/21 4:10,994
2018/1/21 4:15,1002
2018/1/21 4:20,1047
2018/1/21 4:25,1009
2018/1/21 4:30,986
2018/1/21 4:35,845
2018/1/21 4:40,631
2018/1/21 4:45,681
2018/1/21 4:50,930
2018/1/21 4:55,815
2018/1/21 5:00,756
2018/1/21 5:05,754
2018/1/21 5:10,831
2018/1/21 5:15,942
2018/1/21 5:20,853
2018/1/21 5:25,704
2018/1/21 5:30,625
2018/1/21 5:35,547
2018/1/21 5:40,666
2018/1/21 5:45,669
2018/1/21 5:50,764
2018/1/21 5:55,752
2018/1/21 6:00,636
2018/1/21 6:05,660
2018/1/21 6:10,669
2018/1/21 6:15,659
2018/1/21 6:20,690
2018/1/21 6:25,632
2018/1/21 6:30,795
2018/1/21 6:35,656
2018/1/21 6:40,765
2018/1/21 6:45,931
2018/1/21 6:50,856
2018/1/21 6:55,418
2018/1/21 7:00,600
2018/1/21 7:05,438
2018/1/21 7:10,344
2018/1/21 7:15,433
2018/1/21 7:20,995
2018/1/21 7:25,903
2018/1/21 7:30,1355
2018/1/21 7:35,1561
2018/1/21 7:40,1582
2018/1/21 7:45,1479
2018/1/21 7:50,1362
2018/1/21 7:55,1478
2018/1/21 8:00,1405
2018/1/21 8:05,1379
2018/1/21 8:10,1465
2018/1/21 8:15,1369
2018/1/21 8:20,1450
2018/1/21 8:25,1383
2018/1/21 8:30,1545
2018/1/21 8:35,1518
2018/1/21 8:40,1409
2018/1/21 8:45,1459
2018/1/21 8:50,1413
2018/1/21 8:55,1409
2018/1/21 9:00,1467
2018/1/21 9:05,1413
2018/1/21 9:10,1335
2018/1/21 9:15,1342
2018/1/21 9:20,1206
2018/1/21 9:25,1494
2018/1/21 9:30,1455
2018/1/21 9:35,1329
2018/1/21 9:40,1484
2018/1/21 9:45,1355
2018/1/21 9:50,1372
2018/1/21 9:55,1444
2018/1/21 10:00,1581
2018/1/21 10:05,1434
2018/1/21 10:10,1442
2018/1/21 10:15,1557
2018/1/21 10:20,1515
2018/1/21 10:25,1315
2018/1/21 10:30,1434
2018/1/21 10:35,1468
2018/1/21 10:40,1267
2018/1/21 10:45,1465
2018/1/21 10:50,1398
2018/1/21 10:55,1385
2018/1/21 11:00,1514
2018/1/21 11:05,1457
2018/1/21 11:10,1490
2018/1/21 11:15,1382
2018/1/21 11:20,1437
2018/1/21 11:25,1446
2018/1/21 11:30,1542
2018/1/21 11:35,1568
2018/1/21 11:40,1511
2018/1/21 11:45,1490
2018/1/21 11:50,1612
2018/1/21 11:55,1574
2018/1/21 12:00,1614
2018/1/21 12:05,1494
2018/1/21 12:10,1561
2018/1/21 12:15,1402
2018/1/21 12:20,1614
2018/1/21 12:25,1530
2018/1/21 12:30,1580
2018/1/21 12:35,1537
2018/1/21 12:40,1595
2018/1/21 12:45,1503
2018/1/21 12:50,1389
2018/1/21 12:55,1521
2018/1/21 13:00,1517
2018/1/21 13:05,1629
2018/1/21 13:10,1705
2018/1/21 13:15,1574
2018/1/21 13:20,1545
2018/1/21 13:25,1545
2018/1/21 13:30,1619
2018/1/21 13:35,1643
2018/1/21 13:40,1608
2018/1/21 13:45,1532
2018/1/21 13:50,1543
2018/1/21 13:55,1667
2018/1/21 14:00,1522
2018/1/21 14:05,1580
2018/1/21 14:10,1530
2018/1/21 14:15,1431
2018/1/21 14:20,1397
2018/1/21 14:25,1500
2018/1/21 14:30,1641
2018/1/21 14:35,1487
2018/1/21 14:40,1458
2018/1/21 14:45,1622
2018/1/21 14:50,1478
2018/1/21 14:55,1544
2018/1/21 15:00,1664
2018/1/21 15:05,1575
2018/1/21 15:10,1534
2018/1/21 15:15,1504
2018/1/21 15:20,1669
2018/1/21 15:25,1516
2018/1/21 15:30,1548
2018/1/21 15:35,1647
2018/1/21 15:40,1598
2018/1/21 15:45,1603
2018/1/21 15:50,1580
2018/1/21 15:55,1601
2018/1/21 16:00,1523
2018/1/21 16:05,1582
2018/1/21 16:10,1499
2018/1/21 16:15,1507
2018/1/21 16:20,1466
2018/1/21 16:25,1559
2018/1/21 16:30,1532
2018/1/21 16:35,1732
2018/1/21 16:40,1771
2018/1/21 16:45,1594
2018/1/21 16:50,1342
2018/1/21 16:55,999
2018/1/21 17:00,918
2018/1/21 17:05,945
2018/1/21 17:10,1037
2018/1/21 17:15,1123
2018/1/21 17:20,1126
2018/1/21 17:25,948
2018/1/21 17:30,794
2018/1/21 17:35,946
2018/1/21 17:40,1046
2018/1/21 17:45,810
2018/1/21 17:50,791
2018/1/21 17:55,732
2018/1/21 18:00,914
2018/1/21 18:05,746
2018/1/21 18:10,915
2018/1/21 18:15,919
2018/1/21 18:20,1085
2018/1/21 18:25,579
2018/1/21 18:30,659
2018/1/21 18:35,960
2018/1/21 18:40,1040
2018/1/21 18:45,676
2018/1/21 18:50,641
2018/1/21 18:55,616
2018/1/21 19:00,586
2018/1/21 19:05,623
2018/1/21 19:10,610
2018/1/21 19:15,602
2018/1/21 19:20,586
2018/1/21 19:25,681
2018/1/21 19:30,534
2018/1/21 19:35,774
2018/1/21 19:40,596
2018/1/21 19:45,591
2018/1/21 19:50,658
2018/1/21 19:55,539
2018/1/21 20:00,555
2018/1/21 20:05,747
2018/1/21 20:10,710
2018/1/21 20:15,727
2018/1/21 20:20,592
2018/1/21 20:25,822
2018/1/21 20:30,839
2018/1/21 20:35,496
2018/1/21 20:40,662
2018/1/21 20:45,677
2018/1/21 20:50,516
2018/1/21 20:55,481
2018/1/21 21:00,548
2018/1/21 21:05,594
2018/1/21 21:10,449
2018/1/21 21:15,555
2018/1/21 21:20,595
2018/1/21 21:25,475
2018/1/21 21:30,545
2018/1/21 21:35,527
2018/1/21 21:40,530
2018/1/21 21:45,592
2018/1/21 21:50,614
2018/1/21 21:55,564
2018/1/21 22:00,802
2018/1/21 22:05,809
2018/1/21 22:10,894
2018/1/21 22:15,831
2018/1/21 22:20,894
2018/1/21 22:25,820
2018/1/21 22:30,803
2018/1/21 22:35,798
2018/1/21 22:40,810
2018/1/21 22:45,876
2018/1/21 22:50,873
2018/1/21 22:55,785
2018/1/21 23:00,891
2018/1/21 23:05,777
2018/1/21 23:10,691
2018/1/21 23:15,657
2018/1/21 23:20,639
2018/1/21 23:25,731
2018/1/21 23:30,823
2018/1/21 23:35,687
2018/1/21 23:40,695
2018/1/21 23:45,720
2018/1/21 23:50,704
2018/1/21 23:55,805
2018/1/27,1429
2018/1/27 0:05,1404
2018/1/27 0:10,1522
2018/1/27 0:15,1179
2018/1/27 0:20,1336
2018/1/27 0:25,1535
2018/1/27 0:30,1479
2018/1/27 0:35,1438
2018/1/27 0:40,1259
2018/1/27 0:45,1328
2018/1/27 0:50,1325
2018/1/27 0:55,1255
2018/1/27 1:00,1431
2018/1/27 1:05,1420
2018/1/27 1:10,1372
2018/1/27 1:15,1208
2018/1/27 1:20,1259
2018/1/27 1:25,1292
2018/1/27 1:30,1189
2018/1/27 1:35,1365
2018/1/27 1:40,1223
2018/1/27 1:45,1383
2018/1/27 1:50,1308
2018/1/27 1:55,1351
2018/1/27 2:00,1205
2018/1/27 2:05,1240
2018/1/27 2:10,1403
2018/1/27 2:15,1160
2018/1/27 2:20,1217
2018/1/27 2:25,1007
2018/1/27 2:30,858
2018/1/27 2:35,872
2018/1/27 2:40,1000
2018/1/27 2:45,1062
2018/1/27 2:50,879
2018/1/27 2:55,938
2018/1/27 3:00,936
2018/1/27 3:05,837
2018/1/27 3:10,828
2018/1/27 3:15,765
2018/1/27 3:20,919
2018/1/27 3:25,842
2018/1/27 3:30,1049
2018/1/27 3:35,819
2018/1/27 3:40,911
2018/1/27 3:45,750
2018/1/27 3:50,808
2018/1/27 3:55,741
2018/1/27 4:00,793
2018/1/27 4:05,732
2018/1/27 4:10,745
2018/1/27 4:15,780
2018/1/27 4:20,1004
2018/1/27 4:25,813
2018/1/27 4:30,801
2018/1/27 4:35,746
2018/1/27 4:40,708
2018/1/27 4:45,836
2018/1/27 4:50,771
2018/1/27 4:55,765
2018/1/27 5:00,798
2018/1/27 5:05,862
2018/1/27 5:10,810
2018/1/27 5:15,1172
2018/1/27 5:20,1172
2018/1/27 5:25,802
2018/1/27 5:30,821
2018/1/27 5:35,742
2018/1/27 5:40,783
2018/1/27 5:45,734
2018/1/27 5:50,784
2018/1/27 5:55,857
2018/1/27 6:00,937
2018/1/27 6:05,819
2018/1/27 6:10,842
2018/1/27 6:15,924
2018/1/27 6:20,979
2018/1/27 6:25,1019
2018/1/27 6:30,951
2018/1/27 6:35,940
2018/1/27 6:40,964
2018/1/27 6:45,869
2018/1/27 6:50,994
2018/1/27 6:55,928
2018/1/27 7:00,906
2018/1/27 7:05,965
2018/1/27 7:10,1369
2018/1/27 7:15,696
2018/1/27 7:20,669
2018/1/27 7:25,710
2018/1/27 7:30,898
2018/1/27 7:35,1103
2018/1/27 7:40,1111
2018/1/27 7:45,1044
2018/1/27 7:50,1121
2018/1/27 7:55,1184
2018/1/27 8:00,1001
2018/1/27 8:05,1037
2018/1/27 8:10,1140
2018/1/27 8:15,1164
2018/1/27 8:20,1322
2018/1/27 8:25,1268
2018/1/27 8:30,1160
2018/1/27 8:35,1072
2018/1/27 8:40,1288
2018/1/27 8:45,978
2018/1/27 8:50,985
2018/1/27 8:55,1382
2018/1/27 9:00,1154
2018/1/27 9:05,1384
2018/1/27 9:10,1243
2018/1/27 9:15,1312
2018/1/27 9:20,1263
2018/1/27 9:25,1275
2018/1/27 9:30,1211
2018/1/27 9:35,1117
2018/1/27 9:40,1219
2018/1/27 9:45,1078
2018/1/27 9:50,963
2018/1/27 9:55,1113
2018/1/27 10:00,1170
2018/1/27 10:05,1098
2018/1/27 10:10,1094
2018/1/27 10:15,1052
2018/1/27 10:20,1163
2018/1/27 10:25,1252
2018/1/27 10:30,1312
2018/1/27 10:35,1196
2018/1/27 10:40,1217
2018/1/27 10:45,1032
2018/1/27 10:50,1391
2018/1/27 10:55,1036
2018/1/27 11:00,1076
2018/1/27 11:05,1155
2018/1/27 11:10,1221
2018/1/27 11:15,1210
2018/1/27 11:20,1141
2018/1/27 11:25,1094
2018/1/27 11:30,1105
2018/1/27 11:35,1078
2018/1/27 11:40,1034
2018/1/27 11:45,982
2018/1/27 11:55,996
2018/1/27 12:00,960
2018/1/27 12:05,902
2018/1/27 12:10,905
2018/1/27 12:15,1070
2018/1/27 12:20,1004
2018/1/27 12:25,859
2018/1/27 12:30,935
2018/1/27 12:35,1001
2018/1/27 12:40,875
2018/1/27 12:45,839
2018/1/27 12:50,831
2018/1/27 12:55,878
2018/1/27 13:00,899
2018/1/27 13:05,838
2018/1/27 13:10,915
2018/1/27 13:15,975
2018/1/27 13:20,895
2018/1/27 13:25,991
2018/1/27 13:30,1036
2018/1/27 13:35,1028
2018/1/27 13:40,1033
2018/1/27 13:45,1051
2018/1/27 13:50,1055
2018/1/27 13:55,1012
2018/1/27 14:00,1078
2018/1/27 14:05,1014
2018/1/27 14:10,1018
2018/1/27 14:15,1015
2018/1/27 14:20,1007
2018/1/27 14:25,973
2018/1/27 14:30,990
2018/1/27 14:35,1069
2018/1/27 14:40,1136
2018/1/27 14:45,1002
2018/1/27 14:50,994
2018/1/27 14:55,1030
2018/1/27 15:00,957
2018/1/27 15:05,1075
2018/1/27 15:10,1006
2018/1/27 15:15,1039
2018/1/27 15:20,1066
2018/1/27 15:25,1034
2018/1/27 15:30,1034
2018/1/27 15:35,988
2018/1/27 15:40,929
2018/1/27 15:45,930
2018/1/27 15:50,1024
2018/1/27 15:55,951
2018/1/27 16:00,1094
2018/1/27 16:05,957
2018/1/27 16:10,1033
2018/1/27 16:15,979
2018/1/27 16:20,1044
2018/1/27 16:25,1100
2018/1/27 16:30,1027
2018/1/27 16:35,1066
2018/1/27 16:40,1005
2018/1/27 16:45,1272
2018/1/27 16:50,1307
2018/1/27 16:55,1472
2018/1/27 17:00,1830
2018/1/27 17:05,1651
2018/1/27 17:10,1344
2018/1/27 17:15,1503
2018/1/27 17:20,1574
2018/1/27 17:25,1487
2018/1/27 17:30,1510
2018/1/27 17:35,1800
2018/1/27 17:40,1698
2018/1/27 17:45,1536
2018/1/27 17:50,1354
2018/1/27 17:55,1647
2018/1/27 18:00,1507
2018/1/27 18:05,1518
2018/1/27 18:10,1493
2018/1/27 18:15,1259
2018/1/27 18:20,1333
2018/1/27 18:25,1398
2018/1/27 18:30,1230
2018/1/27 18:35,995
2018/1/27 18:40,1124
2018/1/27 18:45,1003
2018/1/27 18:50,1064
2018/1/27 18:55,934
2018/1/27 19:00,1000
2018/1/27 19:05,1001
2018/1/27 19:10,1096
2018/1/27 19:15,1075
2018/1/27 19:20,978
2018/1/27 19:25,906
2018/1/27 19:30,934
2018/1/27 19:35,905
2018/1/27 19:40,1063
2018/1/27 19:45,923
2018/1/27 19:50,1026
2018/1/27 19:55,982
2018/1/27 20:00,943
2018/1/27 20:05,994
2018/1/27 20:10,1053
2018/1/27 20:15,935
2018/1/27 20:20,976
2018/1/27 20:25,849
2018/1/27 20:30,665
2018/1/27 20:35,845
2018/1/27 20:40,925
2018/1/27 20:45,678
2018/1/27 20:50,728
2018/1/27 20:55,537
2018/1/27 21:00,661
2018/1/27 21:05,619
2018/1/27 21:10,557
2018/1/27 21:15,614
2018/1/27 21:20,511
2018/1/27 21:25,453
2018/1/27 21:30,537
2018/1/27 21:35,563
2018/1/27 21:40,626
2018/1/27 21:45,517
2018/1/27 21:50,613
2018/1/27 21:55,565
2018/1/27 22:00,663
2018/1/27 22:05,787
2018/1/27 22:10,794
2018/1/27 22:15,902
2018/1/27 22:20,898
2018/1/27 22:25,1041
2018/1/27 22:30,778
2018/1/27 22:35,846
2018/1/27 22:40,971
2018/1/27 22:45,864
2018/1/27 22:50,871
2018/1/27 22:55,894
2018/1/27 23:00,824
2018/1/27 23:05,835
2018/1/27 23:10,878
2018/1/27 23:15,820
2018/1/27 23:20,869
2018/1/27 23:25,896
2018/1/27 23:30,893
2018/1/27 23:35,802
2018/1/27 23:40,831
2018/1/27 23:45,876
2018/1/27 23:50,932
2018/1/27 23:55,886
2018/1/28,990
2018/1/28 0:05,882
2018/1/28 0:10,847
2018/1/28 0:15,995
2018/1/28 0:20,1100
2018/1/28 0:25,1182
2018/1/28 0:30,917
2018/1/28 0:35,1135
2018/1/28 0:40,984
2018/1/28 0:45,952
2018/1/28 0:50,1173
2018/1/28 0:55,1039
2018/1/28 1:00,1302
2018/1/28 1:05,954
2018/1/28 1:10,826
2018/1/28 1:15,1235
2018/1/28 1:20,1342
2018/1/28 1:25,1011
2018/1/28 1:30,1195
2018/1/28 1:35,1073
2018/1/28 1:40,1346
2018/1/28 1:45,1186
2018/1/28 1:50,1316
2018/1/28 1:55,1301
2018/1/28 2:00,1389
2018/1/28 2:05,1355
2018/1/28 2:10,1379
2018/1/28 2:15,968
2018/1/28 2:20,1294
2018/1/28 2:25,472
2018/1/28 2:30,559
2018/1/28 2:35,634
2018/1/28 2:40,493
2018/1/28 2:45,474
2018/1/28 2:50,668
2018/1/28 2:55,460
2018/1/28 3:00,569
2018/1/28 3:05,576
2018/1/28 3:10,595
2018/1/28 3:15,682
2018/1/28 3:20,792
2018/1/28 3:25,569
2018/1/28 3:30,991
2018/1/28 3:35,1014
2018/1/28 3:40,1035
2018/1/28 3:45,1044
2018/1/28 3:50,999
2018/1/28 3:55,1054
2018/1/28 4:00,1035
2018/1/28 4:05,915
2018/1/28 4:10,1781
2018/1/28 4:15,1027
2018/1/28 4:20,667
2018/1/28 4:25,683
2018/1/28 4:30,698
2018/1/28 4:35,1062
2018/1/28 4:40,348
2018/1/28 4:45,407
2018/1/28 4:50,558
2018/1/28 4:55,198
2018/1/28 5:00,457
2018/1/28 5:05,445
2018/1/28 5:10,323
2018/1/28 5:15,294
2018/1/28 5:20,264
2018/1/28 5:25,315
2018/1/28 5:30,115
2018/1/28 5:35,93
2018/1/28 5:40,152
2018/1/28 5:45,255
2018/1/28 5:50,156
2018/1/28 5:55,95
2018/1/28 6:00,238
2018/1/28 6:05,209
2018/1/28 6:10,125
2018/1/28 6:15,80
2018/1/28 6:20,144
2018/1/28 6:25,290
2018/1/28 6:30,309
2018/1/28 6:35,460
2018/1/28 6:40,544
2018/1/28 6:45,524
2018/1/28 6:50,406
2018/1/28 6:55,417
2018/1/28 7:00,442
2018/1/28 7:05,416
2018/1/28 7:10,444
2018/1/28 7:15,371
2018/1/28 7:20,288
2018/1/28 7:25,398
2018/1/28 7:30,353
2018/1/28 7:35,399
2018/1/28 7:40,235
2018/1/28 7:45,228
2018/1/28 7:50,251
2018/1/28 7:55,229
2018/1/28 8:00,242
2018/1/28 8:05,222
2018/1/28 8:10,259
2018/1/28 8:15,224
2018/1/28 8:20,219
2018/1/28 8:25,260
2018/1/28 8:30,225
2018/1/28 8:35,222
2018/1/28 8:40,267
2018/1/28 8:45,255
2018/1/28 8:50,237
2018/1/28 8:55,257
2018/1/28 9:00,296
2018/1/28 9:05,268
2018/1/28 9:10,318
2018/1/28 9:15,302
2018/1/28 9:20,417
2018/1/28 9:25,469
2018/1/28 9:30,514
2018/1/28 9:35,533
2018/1/28 9:40,607
2018/1/28 9:45,572
2018/1/28 9:50,592
2018/1/28 9:55,544
2018/1/28 10:00,275
2018/1/28 10:05,424
2018/1/28 10:10,463
2018/1/28 10:15,375
2018/1/28 10:20,387
2018/1/28 10:25,427
2018/1/28 10:30,467
2018/1/28 10:35,295
2018/1/28 10:40,375
2018/1/28 10:45,489
2018/1/28 10:50,471
2018/1/28 10:55,497
2018/1/28 11:00,381
2018/1/28 11:05,310
2018/1/28 11:10,398
2018/1/28 11:15,302
2018/1/28 11:20,325
2018/1/28 11:25,347
2018/1/28 11:30,400
2018/1/28 11:35,352
2018/1/28 11:40,317
2018/1/28 11:45,334
2018/1/28 11:50,274
2018/1/28 11:55,302
2018/1/28 12:00,289
2018/1/28 12:05,284
2018/1/28 12:10,307
2018/1/28 12:15,268
2018/1/28 12:20,336
2018/1/28 12:25,291
2018/1/28 12:30,284
2018/1/28 12:35,275
2018/1/28 12:40,260
2018/1/28 12:45,297
2018/1/28 12:50,299
2018/1/28 12:55,328
2018/1/28 13:00,278
2018/1/28 13:05,326
2018/1/28 13:10,339
2018/1/28 13:15,345
2018/1/28 13:20,310
2018/1/28 13:25,321
2018/1/28 13:30,340
2018/1/28 13:35,301
2018/1/28 13:40,306
2018/1/28 13:45,342
2018/1/28 13:50,382
2018/1/28 13:55,396
2018/1/28 14:00,400
2018/1/28 14:05,340
2018/1/28 14:10,373
2018/1/28 14:15,324
2018/1/28 14:20,370
2018/1/28 14:25,377
2018/1/28 14:30,386
2018/1/28 14:35,376
2018/1/28 14:40,415
2018/1/28 14:45,376
2018/1/28 14:50,426
2018/1/28 14:55,406
2018/1/28 15:00,312
2018/1/28 15:05,423
2018/1/28 15:10,396
2018/1/28 15:15,477
2018/1/28 15:20,463
2018/1/28 15:25,482
2018/1/28 15:30,441
2018/1/28 15:35,395
2018/1/28 15:40,500
2018/1/28 15:45,472
2018/1/28 15:50,479
2018/1/28 15:55,528
2018/1/28 16:00,470
2018/1/28 16:05,486
2018/1/28 16:10,531
2018/1/28 16:15,554
2018/1/28 16:20,479
2018/1/28 16:25,473
2018/1/28 16:30,421
2018/1/28 16:35,492
2018/1/28 16:40,490
2018/1/28 16:45,452
2018/1/28 16:50,537
2018/1/28 16:55,493
2018/1/28 17:00,480
2018/1/28 17:05,534
2018/1/28 17:10,589
2018/1/28 17:15,490
2018/1/28 17:20,845
2018/1/28 17:25,469
2018/1/28 17:30,457
2018/1/28 17:35,569
2018/1/28 17:40,959
2018/1/28 17:45,993
2018/1/28 17:50,654
2018/1/28 17:55,569
2018/1/28 18:00,609
2018/1/28 18:05,656
2018/1/28 18:10,722
2018/1/28 18:15,826
2018/1/28 18:20,553
2018/1/28 18:25,524
2018/1/28 18:30,468
2018/1/28 18:35,527
2018/1/28 18:40,574
2018/1/28 18:45,544
2018/1/28 18:50,438
2018/1/28 18:55,466
2018/1/28 19:00,545
2018/1/28 19:05,722
2018/1/28 19:10,570
2018/1/28 19:15,522
2018/1/28 19:20,457
2018/1/28 19:25,444
2018/1/28 19:30,586
2018/1/28 19:35,804
2018/1/28 19:40,856
2018/1/28 19:45,694
2018/1/28 19:50,593
2018/1/28 19:55,515
2018/1/28 20:00,556
2018/1/28 20:05,770
2018/1/28 20:10,834
2018/1/28 20:15,492
2018/1/28 20:20,398
2018/1/28 20:25,449
2018/1/28 20:30,813
2018/1/28 20:35,961
2018/1/28 20:40,900
2018/1/28 20:45,713
2018/1/28 20:50,514
2018/1/28 20:55,429
2018/1/28 21:00,571
2018/1/28 21:05,714
2018/1/28 21:10,577
2018/1/28 21:15,690
2018/1/28 21:20,704
2018/1/28 21:25,565
2018/1/28 21:30,678
2018/1/28 21:35,755
2018/1/28 21:40,692
2018/1/28 21:45,572
2018/1/28 21:50,576
2018/1/28 21:55,552
2018/1/28 22:00,679
2018/1/28 22:05,490
2018/1/28 22:10,476
2018/1/28 22:15,472
2018/1/28 22:20,458
2018/1/28 22:25,436
2018/1/28 22:30,465
2018/1/28 22:35,580
2018/1/28 22:40,864
2018/1/28 22:45,776
2018/1/28 22:50,892
2018/1/28 22:55,839
2018/1/28 23:00,858
2018/1/28 23:05,835
2018/1/28 23:10,956
2018/1/28 23:15,938
2018/1/28 23:20,923
2018/1/28 23:25,816
2018/1/28 23:30,831
2018/1/28 23:35,987
2018/1/28 23:40,1000
2018/1/28 23:45,849
2018/1/28 23:50,706
2018/1/28 23:55,830
2018/2/3,190
2018/2/3 0:05,176
2018/2/3 0:10,132
2018/2/3 0:15,191
2018/2/3 0:20,170
2018/2/3 0:25,170
2018/2/3 0:30,148
2018/2/3 0:35,180
2018/2/3 0:40,145
2018/2/3 0:45,153
2018/2/3 0:50,148
2018/2/3 0:55,117
2018/2/3 1:00,105
2018/2/3 1:05,148
2018/2/3 1:10,126
