val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.006773499563097681,1703932.0921671842,0.009976349962673273,1746995.9218824124
0.005912170821089016,1920617.2021256192,0.005855594314859215,1489566.922523164
0.004866545450888591,1825157.5414103852,0.005332801038376897,1432532.9559950936
0.005921379535179798,1956909.3205270963,0.004759689667318241,1382536.0364349172
0.003960899323506336,1730015.9139763485,0.004320190624973501,1335287.9040922197
0.005223730149587246,1917423.4602663447,0.003929912623870804,1267443.408991361
0.0035781451603248545,1688398.705500007,0.0036657078445227033,1222884.6116403162
0.003948206132068991,1826725.329530655,0.0034706071326621327,1198800.4264114716
0.003306509526254656,1747420.070498687,0.003274207808279309,1157232.7144441095
0.0039039285282350786,1816892.7957378689,0.003109389268737062,1154010.8388517008
0.003414301706789151,1774336.784982269,0.002981033185384719,1145712.3967035974
0.0031031500612059503,1690641.7596786376,0.0029434153305209544,1126531.1253433118
0.0031433677571469777,1727806.2656922243,0.0028452049378664738,1124031.6918149649
0.0030396806302073346,1713435.08840471,0.0027894148398863983,1099421.480259995
0.0030856354564888664,1656712.9731641568,0.0027753503525248134,1092628.2475199283
0.0032094026728185826,1759980.371062364,0.0027328524838414895,1083416.8785438207
0.003053305101595836,1740184.7462418205,0.0027425059550497907,1078810.1953620636
0.0030844914204775607,1715696.8977110556,0.00273357126300773,1076501.451190862
0.0033504170284647007,1617992.6809088732,0.0027363185151424033,1088978.4900741687
0.0032259722312729063,1625756.182173179,0.002691740536254393,1066916.2441466402
0.003111610891301722,1641018.394225939,0.0027167632323072616,1052915.8272162233
0.0030313405907314347,1723869.878663242,0.002713327750462635,1057967.519616292
0.0029587213928199607,1673782.7222472131,0.0026991919980171217,1071972.6305012384
0.003052806166305422,1717045.2778315947,0.002702872829893267,1044485.5925522962
0.002961263849103751,1662424.428558079,0.0027128708358091043,1052327.3499032836
0.0030122677799851315,1657106.1408960726,0.002690679531723979,1045440.921613593
0.0029751836520447066,1667718.5652035554,0.002670302276151726,1043913.4998135633
0.0029514326694798686,1662811.6409515734,0.002681028076099703,1056209.0310754247
0.003107969523396863,1688465.424743122,0.0026608723945107803,1043333.7375964907
0.0029474749982152434,1704537.8452501406,0.00265379199713289,1030218.4744795099
0.0029662081681925043,1663371.1953042573,0.0026762840961364197,1056360.888672359
0.00296299577876073,1655572.9763752874,0.0026673023466649184,1029448.8513295369
0.002952952260786595,1647060.4319105498,0.002664283369723932,1023810.4994137371
0.002974717805345353,1706958.5685411994,0.0026557967771428177,1031297.4825386314
0.002946199224814261,1691507.0385197566,0.002658284968270146,1040245.6886705352
0.0030180700602824,1704823.6158988853,0.0026745872428438748,1032881.9963637717
0.003027903690755163,1711414.171504143,0.0026530345447406353,1051039.7425894055
0.0029375907545163373,1677609.8837779828,0.0026454756389293504,1024448.7352196971
0.002949749822866862,1651752.367157731,0.0026347767024200008,1026562.5692798031
0.002928866923827192,1697957.920254057,0.002654856234081987,1026787.3705861609
0.0029184446889625806,1651977.877934109,0.002638167896846601,1017548.7011989444
0.0030278991929146735,1709359.5069282323,0.0026629315706037256,1036783.3433413954
0.0029643698578414846,1707324.1917371794,0.0026474901381880046,1036715.6919709212
0.0029425408853136974,1651987.8720970415,0.0026546330402706223,1038043.7976106427
0.0030137201871305226,1698189.8840151138,0.0026427741007071484,1031345.161520496
0.002940076366024309,1694184.5636847515,0.002640636740364583,1011315.8106353612
0.002907396337865624,1656529.4015761076,0.0026479389311476467,1049943.884047808
0.0029121694033560548,1667251.5121392484,0.0026290769698883755,1013068.5747942601
0.0031123335581929243,1736133.2067334242,0.0026404482874660246,1022012.9859487764
0.002977305181426778,1693854.8309623667,0.002630588835419481,1040870.5843698975
0.002937296454451586,1690009.1055637551,0.0026348119611706,1030102.0916630642
0.002932870353506004,1684978.1150138122,0.002629215202395277,1033257.1072186794
0.0028885889135608,1662405.671709185,0.0026144535225782408,1020652.7842148232
0.002888161807323143,1673255.7136694102,0.0026224456740969633,1014270.5319702148
0.0028999579177414934,1667313.2824185938,0.0026407595960625326,1027164.8005085037
0.002887292788523831,1663575.6422232664,0.002610358239084213,1018611.7541790946
0.0028757279838948963,1667514.931768677,0.0026008724723101022,1008735.1994721562
0.0028760989582340833,1665159.1188462102,0.0026100504134097193,1002185.6418211419
