val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.006565140731828778,1929062.9036059042,0.009783112370599823,1692716.985612749
0.005868093365296142,2020921.2187838259,0.005686251689197428,1475575.0461726729
0.005559464432810619,1927773.1927102348,0.005196739275412387,1402275.6403202654
0.0052178123682413416,2024874.6535778001,0.004569456500887691,1324226.0190052446
0.0047319105813531225,1887460.278359795,0.004159790021872305,1296194.9168368494
0.00503223023464737,2015445.3965111522,0.0038156949732093565,1263882.0802057842
0.004258732702497828,1871605.7270364084,0.003565750133178859,1198801.4282882214
0.0040826204081558255,1925096.7243933033,0.003367797256929867,1192085.9509324995
0.0038012640664750364,1858811.9287766102,0.003179652047713837,1153400.5928043374
0.0037932877825227838,1920436.3577383226,0.0030077176942793003,1137958.797269287
0.003911396896666943,1946871.6754296562,0.0029466364999492485,1119879.443178132
0.0036540755722884862,1903432.8807096612,0.002831054229334176,1103717.5148190125
0.003592373884775307,1854339.7123865786,0.002791029063378831,1088757.4546168316
0.0037396473813273473,1820716.4691344202,0.00275825731445059,1077522.3233053156
0.0035325691260576454,1867932.395676266,0.0027520106613905314,1082256.816949347
0.0036546723039083406,1829739.8924056583,0.0026864293890904232,1054702.6358107454
0.0036205623833807845,1868531.3468171104,0.0027062311761799347,1063484.9636959948
0.003520955185638208,1851568.442233079,0.002675718978406435,1060884.5236719854
0.003594235899097348,1856614.889833592,0.0026867103177762356,1056262.2825471722
0.0035113835706241277,1882031.0274627302,0.0027023079815174803,1060069.5377116522
0.003575818410177355,1833592.8087363995,0.0026787675918270664,1026323.215212292
0.003560338198639947,1896300.4810206,0.00265745651582817,1035671.0338667242
0.003643935470622314,1918204.2095395857,0.002684249171246606,1038504.5484976086
0.0037275437069566627,1872264.1046964396,0.0026604949042245926,1035575.4018910677
0.0037634549731733937,1944344.4518098787,0.0026786062851862375,1024181.3790157015
0.0035950870799791555,1822740.2478004538,0.0026573633953525,1028021.0993185976
0.0035448917944316733,1887077.602586122,0.0026425683235816928,1026144.2434617816
0.003565173713358234,1903000.717552198,0.0026465372331103826,1030449.923814506
0.003548608134336582,1891229.4715844467,0.002634181312498558,1029352.6757520193
0.0035113604676438757,1849123.8771711541,0.0026551245465448285,1039015.952843672
0.003529890709997792,1884425.456292938,0.0026337814524051654,1017431.4315089876
0.003509802374034029,1878648.7079086609,0.0026362500320671195,1030560.7337342788
0.0035778312305589496,1900269.4607628859,0.0026304685489936586,1014192.7100488376
0.0035644466221520094,1879095.07124271,0.002633548735203334,1013493.432920672
0.0035495243857889616,1858495.272489886,0.0026362803358449993,1023112.3110383648
0.0035170346958822733,1845855.3427712028,0.002626311639436038,1013665.2278430102
0.003506626357863608,1877775.1717038143,0.002612365006065243,1016272.1646864116
0.003650846530936948,1915668.2801894073,0.002614388853895018,1019485.7742528373
0.003558738005307058,1876383.882283117,0.002622303868677602,1013172.7942416051
0.0037274292816175682,1920515.5147903298,0.002609149365158505,1035821.0831665113
0.003515210662258776,1882858.4970399672,0.0026106641576793717,1008637.3458060906
0.0037496321615113,1938187.0255755351,0.002599951855232378,1008198.5300527039
0.003519115543836894,1888805.3995994572,0.002605898381738239,1022986.6302715164
0.0036393285833418504,1917588.6388538238,0.002618764600076948,1025911.8777700112
0.0037639292758341785,1815895.8325184379,0.002602696254602577,1001479.0822584406
0.0034751993986549927,1874242.5854334035,0.002607134319841862,1031465.7101950404
0.003525571133067631,1888452.7285715754,0.0026273709754403456,1026996.0656443414
0.003542492058537304,1898985.5821856079,0.0026175223349268178,1032604.849717944
0.003567615359834048,1878143.8122757992,0.0026011060572689376,1006185.0515405494
0.003529427273655033,1872300.3493570006,0.0026101628886199143,1032753.9627612157
0.0035148015612356995,1877530.9434164034,0.0026001793638163483,1012236.5559360954
0.0035174470330914588,1867972.5881301588,0.002590135633496635,1015435.3860019895
0.0035838255694975707,1885068.709742749,0.002598847564736224,1012816.1798042463
0.0034786506568761522,1852081.4323282328,0.0025714235899812845,1015301.7230581628
0.003489426387797879,1854457.1086146291,0.0025758347290579272,1013847.064942291
0.0035072043506125974,1886040.5141807836,0.0026090690550248487,1016672.7512313512
0.003476335615392783,1873027.3626743837,0.0025882514550474036,1023359.0549107766
0.003448938582736138,1856971.0753530157,0.002597816885639745,1009107.8568020299
0.003495710457566469,1885977.5140953828,0.0025749674037727245,1007434.9086055194
0.0034766546535802243,1823164.3841322195,0.00257039319908987,1008496.7777427632
0.0034745212524992923,1883932.695840397,0.0025675778967294708,1007517.3840418436
0.003819147964568651,1847951.628544744,0.0025733409888189602,1032525.1515744203
0.003502356383983617,1833157.3367610949,0.0025970634643033325,1030056.7826269604
0.0035295099770177147,1897103.036368837,0.002584473689097956,1035249.5856795089
0.003436262068792632,1859716.6977525249,0.002582598370275494,1018957.7967113536
0.0035453710771108245,1894671.286878481,0.0025589063885924686,1012966.8165583833
0.003430480093245546,1852345.582627722,0.0025853596117167946,1032590.758607266
0.003498422923909172,1881063.2743854218,0.0025631305042384976,1009929.3849860722
0.0034404644562523955,1852419.7633248968,0.0025596551000735307,1021407.8907013307
0.0035127920100733946,1811032.7533806248,0.0025643671137920345,1007444.3726441317
0.003475440391158212,1828922.424047839,0.0025676842667835664,1013404.4831752364
0.0034982265810774176,1890900.462746727,0.00259070464308901,1044646.2130431982
0.0035051281949679968,1888207.6596923824,0.0025616123367953733,1016522.3351883119
0.0034451023600910293,1863104.4584035196,0.002571013898375523,1029647.7539880077
0.003453066414840161,1872396.7562350442,0.002564845785319087,1027758.1590728976
0.0034646337587616537,1845406.4383270952,0.0025489981960595013,1021420.6914932361
0.0034299025219360056,1870321.5046151748,0.002543863223932953,1015037.186844703
0.0034960958967091903,1891249.3010440974,0.002543317115226065,1025910.4845760051
0.0035050194294914366,1894672.7362529396,0.0025464209457522775,1030551.1933105101
0.0034167162367532743,1836465.686131128,0.002547002759234733,1031561.7805625382
0.003437589784206085,1870388.51616555,0.0025610640979966664,1025711.7560131716
0.003467811516100366,1878824.81487344,0.002574357281225812,1037490.7294900476
0.0034224476837883414,1867184.5863742633,0.00255538361264864,1023083.957187397
0.0034344859529943025,1873083.7835768366,0.002547068834776081,1021229.277874675
0.0034492276848700895,1881334.340744311,0.0025620972876807292,1037663.6222860498
0.003429045518156934,1861151.7196259836,0.002547665823879371,1011228.508265278
0.003495113450492513,1892199.9837486346,0.0025598592746509125,1043998.6346669686
0.003404718794960111,1853801.6077302152,0.0025508255257933256,1028672.6676159089
0.003403808735097914,1830208.3270550058,0.0025393556543143398,1016588.117957999
0.003464109524317273,1883949.6301537608,0.0025396182627069304,1020159.7426489847
0.0034300346743716117,1875597.3193768254,0.0025411092072545765,1029683.3378377156
0.0033812997489741383,1850815.2771229667,0.0025393592948879462,1022109.1406303387
0.0033923585886387175,1833283.4756895541,0.00255555326769869,1034758.6207599465
0.00339795477225848,1867633.4736358328,0.002550968178940645,1015361.1359216915
0.0034644372449032707,1890857.5847374941,0.0025328025266707663,1034044.9844780805
0.0034873173566795116,1893532.8855025622,0.0025343866453292857,1024380.4869881375
0.0037199549565573374,1918976.6396914795,0.002527916464752641,1030475.9439160082
0.0033861609219490323,1863499.7669371816,0.002534724766366094,1027285.8410713729
0.003480316068896133,1874169.3646524132,0.0025344861823930797,1025113.8021106765
0.003371645649042603,1862019.4926947434,0.0025618262605247907,1049199.6898025696
0.003415349410054033,1878528.6724764956,0.0024994076617869984,1008167.8707388784
0.0034204468512545323,1878018.023846683,0.0025038747202201063,1017631.3567546505
0.0033635225192829112,1836052.5090896161,0.0025347352941262435,1020754.1642525546
0.0033913899092664367,1877960.539435378,0.002519462660897568,1029752.971732972
0.003396338135327982,1874270.7960182622,0.002510138910476971,1036620.5760902644
0.003449814481494492,1879597.374269215,0.0024992173154984253,1030281.3437314027
0.003354290295690639,1859998.0009230499,0.002527874920023493,1032644.7243715727
0.0033709002073717812,1873715.9127958438,0.002524514381762549,1037328.2317124774
0.003330968402419879,1850368.9421153995,0.002516497788804931,1015564.4835574819
0.003327880394101586,1850544.4306947896,0.002528337893715824,1026325.275359531
