val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.005720484513660957,1374486.2371758823,0.01214272356700412,2356111.920854347
0.004947521865110973,1369552.6092024178,0.005046482522820317,1688736.6846557662
0.004491846757973063,1303415.3693839237,0.004468065372473279,1605397.4777105465
0.004179700826904897,1098250.7935471106,0.004190371166048355,1555749.518834491
0.004054671696162429,1132825.1487826644,0.0036640498370235394,1468687.9998829863
0.0038464313501427915,1032105.3135035022,0.003589540774132623,1421811.3745943115
0.003211801271114884,877519.8389875741,0.0034202585392090123,1407741.5672962277
0.004005033237024628,673320.5189865639,0.0031705440596005944,1393774.6149260276
0.003207175526767969,777567.6496097959,0.003135896615445787,1366219.1426337487
0.0031758327358241737,706417.7941995555,0.003089275904173075,1374381.6483923667
0.0033000580404467625,617687.1872234476,0.00302841120702756,1353125.2433025448
0.00309902707692878,576201.0515170393,0.0029686513508475104,1300583.9972052241
0.002817324153950502,644501.1487279432,0.002969226840515296,1312137.5525775068
0.002855888063666122,660904.0084657866,0.0029744351076958484,1298378.470440909
0.0028221197265746265,663528.2212899043,0.0029330306204555685,1296737.404716181
0.0031021284180340067,709891.5514395878,0.0029112018514857734,1288421.0942600162
0.0028096325021108675,648338.8580162311,0.0029607918465423375,1305512.3918092416
0.003345964696450994,595056.3684873384,0.0028781270213035304,1297261.0270600873
0.0032564758628221423,741052.4789630758,0.002904856111854315,1291703.4464710923
0.00304250107789091,619848.2544942922,0.002874659915822883,1282194.8751739236
0.0028065757023106363,653713.8529650458,0.0028577658596860116,1265683.037113722
0.003172458684200357,515987.1446390086,0.00285031083906286,1281899.218054594
0.0027925132725644727,667192.9523765827,0.0028657071227424368,1256272.7711717472
0.003220155753259515,535876.9799286941,0.0028209066895638095,1278314.7100412901
0.002788461792957166,586054.7550082502,0.0028744741142619143,1289241.0388789065
0.0028706169783555228,671171.2262164938,0.0028412033760443676,1255582.4868499623
0.002831720247672036,639988.7705162312,0.002833733738529994,1256591.2760900676
0.002854080382606079,580262.1159112338,0.002822518183546531,1228953.2380533218
0.0027498560283204603,594284.266617558,0.002826518991009094,1246452.472708569
0.002735624720888405,614223.4347723599,0.002801668001772013,1223404.375041385
0.002862395230552246,679587.7936536066,0.0028045135414834286,1223896.0865140737
0.0032011773581777153,564420.5995959052,0.0028220632460054964,1263472.779769454
0.0027591940866590575,655886.5167063746,0.002809839260894372,1228086.3384653137
0.0027872723190049673,650804.8623669854,0.00282137917062311,1216530.5718880587
0.00295323997671748,718735.6357649178,0.002809207369356828,1222996.2534973233
0.0027881554681165465,666050.8919197872,0.0027872562803717893,1230945.7401991778
0.0028043055939006396,647281.2953941608,0.00278627980218897,1201248.3141880035
